game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%
824336,2026-07-03,San Francisco Giants @ Colorado Rockies,home,Ryan Feltner,San Francisco Giants,9,0.35,0.323,0.318,0.356,0.038,0.266,0.268,0.245,0.291,0.046,0.472,0.434,0.4,0.512,0.112,40.9,39.117,39.497,40.507,1.01,88.1,89.373,88.996,88.477,-0.519,13.1,15.597,13.974,14.723,0.749,15.9,17.803,22.092,12.813,-9.279,9.1,5.579,9.023,5.627,-3.396
824417,2026-07-03,Chicago White Sox @ Cleveland Guardians,away,Anthony Kay,Cleveland Guardians,9,0.355,0.306,0.318,0.342,0.024,0.272,0.238,0.245,0.264,0.019,0.429,0.35,0.4,0.375,-0.025,40.2,32.787,39.497,33.371,-6.126,89.1,87.406,88.996,87.51,-1.486,13.1,15.134,13.974,14.26,0.286,17.7,19.157,22.092,15.348,-6.744,8.4,10.893,9.023,10.141,1.118
824417,2026-07-03,Chicago White Sox @ Cleveland Guardians,home,Gavin Williams,Chicago White Sox,9,0.326,0.335,0.318,0.343,0.025,0.244,0.255,0.245,0.254,0.009,0.438,0.425,0.4,0.465,0.065,48.2,40.463,39.497,49.379,9.882,91.2,88.685,88.996,90.889,1.893,9.5,15.01,13.974,10.536,-3.438,28.3,21.883,22.092,28.032,5.94,8.2,9.227,9.023,8.385,-0.638
824498,2026-07-03,Baltimore Orioles @ Cincinnati Reds,away,Trevor Rogers,Cincinnati Reds,9,0.313,0.334,0.318,0.329,0.011,0.253,0.244,0.245,0.252,0.007,0.406,0.432,0.4,0.438,0.038,38.6,40.456,39.497,39.537,0.04,88.9,90.05,88.996,89.954,0.958,19.5,16.766,13.974,22.292,8.318,18.1,25.105,22.092,20.569,-1.523,7.1,10.228,9.023,8.048,-0.975
824498,2026-07-03,Baltimore Orioles @ Cincinnati Reds,home,Brady Singer,Baltimore Orioles,9,0.36,0.337,0.318,0.382,0.064,0.275,0.252,0.245,0.283,0.038,0.489,0.43,0.4,0.526,0.126,41.2,43.999,39.497,45.896,6.399,91.3,90.232,88.996,92.536,3.54,14.3,13.296,13.974,13.622,-0.352,18.4,23.204,22.092,19.326,-2.766,7.1,10.778,9.023,8.481,-0.542
824659,2026-07-03,St. Louis Cardinals @ Chicago Cubs,away,Andre Pallante,Chicago Cubs,9,0.303,0.335,0.318,0.319,0.001,0.241,0.25,0.245,0.246,0.001,0.379,0.41,0.4,0.388,-0.012,35.4,39.853,39.497,35.719,-3.778,87.5,88.599,88.996,87.103,-1.893,6.8,16.55,13.974,9.376,-4.598,18.2,20.747,22.092,17.092,-5.0,7.0,11.655,9.023,9.042,0.019
824659,2026-07-03,St. Louis Cardinals @ Chicago Cubs,home,David Peterson,St. Louis Cardinals,9,0.339,0.347,0.318,0.37,0.052,0.271,0.267,0.245,0.295,0.05,0.413,0.44,0.4,0.454,0.054,40.7,43.378,39.497,44.699,5.202,89.7,90.127,88.996,90.831,1.835,7.7,11.708,13.974,5.434,-8.54,19.2,18.76,22.092,16.304,-5.788,8.8,9.04,9.023,8.817,-0.206
824904,2026-07-03,New York Mets @ Atlanta Braves,away,Christian Scott,Atlanta Braves,9,0.332,0.33,0.318,0.345,0.027,0.248,0.26,0.245,0.263,0.018,0.394,0.435,0.4,0.428,0.028,33.3,40.928,39.497,34.506,-4.991,87.9,89.703,88.996,88.607,-0.389,18.1,15.048,13.974,19.174,5.2,27.0,19.69,22.092,24.064,1.972,10.7,7.528,9.023,8.927,-0.096
824904,2026-07-03,New York Mets @ Atlanta Braves,home,Grant Holmes,New York Mets,9,0.336,0.342,0.318,0.361,0.043,0.247,0.267,0.245,0.269,0.024,0.427,0.448,0.4,0.478,0.078,44.7,44.028,39.497,49.828,10.331,91.1,90.32,88.996,92.424,3.428,13.1,10.998,13.974,10.124,-3.85,20.7,21.015,22.092,19.691,-2.401,11.1,8.808,9.023,10.836,1.813
824982,2026-07-03,Miami Marlins @ Athletics,away,Tyler Phillips,Athletics,9,0.325,0.333,0.318,0.34,0.022,0.248,0.257,0.245,0.26,0.015,0.402,0.425,0.4,0.427,0.027,41.6,42.75,39.497,45.026,5.529,89.3,89.98,88.996,90.284,1.288,10.3,12.647,13.974,8.973,-5.001,17.9,21.45,22.092,17.38,-4.712,10.8,9.928,9.023,11.883,2.86
824982,2026-07-03,Miami Marlins @ Athletics,home,Jack Perkins,Miami Marlins,9,0.303,0.323,0.318,0.308,-0.01,0.233,0.254,0.245,0.242,-0.003,0.366,0.396,0.4,0.362,-0.038,37.9,39.156,39.497,37.573,-1.924,90.0,88.677,88.996,89.681,0.685,14.8,12.153,13.974,12.979,-0.995,27.2,19.264,22.092,23.718,1.626,7.5,9.199,9.023,7.646,-1.377
825062,2026-07-03,Milwaukee Brewers @ Arizona Diamondbacks,away,Kyle Harrison,Arizona Diamondbacks,9,0.273,0.334,0.318,0.287,-0.031,0.219,0.265,0.245,0.237,-0.008,0.337,0.413,0.4,0.348,-0.052,33.7,38.07,39.497,32.482,-7.015,88.5,88.462,88.996,87.966,-1.03,14.9,13.438,13.974,14.364,0.39,31.1,16.045,22.092,22.587,0.495,6.1,9.268,9.023,6.266,-2.757
825062,2026-07-03,Milwaukee Brewers @ Arizona Diamondbacks,home,Jose Cabrera,Milwaukee Brewers,9,0.312,0.325,0.318,0.319,0.001,0.241,0.249,0.245,0.245,-0.0,0.414,0.41,0.4,0.424,0.024,38.7,41.138,39.497,40.308,0.811,88.8,89.908,88.996,89.712,0.716,22.7,9.346,13.974,18.072,4.098,17.1,21.535,22.092,16.669,-5.423,4.9,10.509,9.023,5.707,-3.316
